osm_id;osm_type;type_service;name;operator;network;latitude;longitude;adm2_name;adm2_pcode;adm1_name;addr_city;addr_street;phone;opening_hours;website
1719746903;node;Banque commerciale;BNC;N/R;N/R;18.736519;-72.41678;Cabaret;HT0142;Ouest;;Bas Duclos;;;
1720081252;node;Bureau de change;Gérard;N/R;N/R;18.517048;-72.298166;Petion-Ville;HT0114;Ouest;;;;;
1757796798;node;Non classifié;Digicel;Digicel;N/R;18.512071;-72.28987;Petion-Ville;HT0114;Ouest;;Rue Clerveaux;;;
1760089967;node;Banque commerciale;Capital Bank;Capital Bank;N/R;18.511746;-72.283292;Petion-Ville;HT0114;Ouest;;Rue Metellus;;;
1786568777;node;Banque commerciale;Soge Express;N/R;N/R;18.532327;-72.315446;Port-au-Prince;HT0111;Ouest;;;;;
1786574195;node;Bureau de change;Uni Transfer;N/R;N/R;18.532053;-72.315552;Port-au-Prince;HT0111;Ouest;;;;;
1793945580;node;Banque commerciale;N/R;Sogebank;N/R;18.563993;-72.24931;Tabarre;HT0118;Ouest;;;;;
1888663692;node;Banque commerciale;Capital Bank;privee;N/R;19.145545;-72.00651;Hinche;HT0611;Centre;;;;"Tu-Su 08:00-15:00;Sa 08:00-12:00";
1890107708;node;Banque commerciale;SogeBank-SogeCarte;Sogebank;N/R;18.515489;-72.288612;Petion-Ville;HT0114;Ouest;;;;;
1890139787;node;Banque commerciale;BUH;N/R;N/R;18.513944;-72.28944;Petion-Ville;HT0114;Ouest;;;;9:00-16:00;
1908880444;node;Non classifié;Bureau Digicel;Digicel;N/R;18.869078;-71.760074;Belladere;HT0632;Centre;;;;"Tu-Su 08:00-15:00; Sa 08:00-12:00";
1910267603;node;Banque commerciale;CODEL;N/R;N/R;19.298636;-72.609563;Dessalines;HT0541;Artibonite;;;;;
1925731764;node;IMF;Union des cooperatives pour developpement de Saint Michel;N/R;N/R;19.385078;-72.34348;Saint-Michel de l'Attalaye;HT0551;Artibonite;;;;;
1947985941;node;Maison de transfert;Uni-Transfert;N/R;N/R;18.544972;-72.307332;Delmas;HT0112;Ouest;;;;;
1948132450;node;Banque commerciale;Unibank;N/R;N/R;18.547438;-72.305458;Delmas;HT0112;Ouest;;;;;
1957611738;node;Banque commerciale;Koperativ agrikòl Bab;N/R;N/R;19.09069;-72.659132;Saint-Marc;HT0531;Artibonite;;;;;
2009706133;node;Non classifié;N/R;Natcom;N/R;18.594352;-72.26759;Tabarre;HT0118;Ouest;;;;;
2030174729;node;Banque commerciale;UNIBANk;N/R;N/R;18.534289;-72.392161;Carrefour;HT0113;Ouest;;;;;
2072433676;node;Maison de transfert;N/R;Western Union;N/R;18.477232;-72.309916;Petion-Ville;HT0114;Ouest;;;;;
2078857375;node;Banque commerciale;COPECPRA;N/R;N/R;19.122879;-72.480369;Petite Riviere de l'Artibonite;HT0542;Artibonite;;;;Mo-Fr 08:30-20:00;
2089269559;node;Banque commerciale;Sogebank;N/R;N/R;18.609125;-72.279527;Croix-Des-Bouquets;HT0131;Ouest;;;;"Mo-Fr 08:00-15:30; Sa 08:00-13:00";
2089269560;node;Maison de transfert;Western Union;N/R;N/R;18.609212;-72.279485;Croix-Des-Bouquets;HT0131;Ouest;;;;;
2089311025;node;Banque commerciale;Unibank;N/R;N/R;18.608574;-72.279618;Croix-Des-Bouquets;HT0131;Ouest;;;;;
2139411355;node;Banque commerciale;B.N.C;BNC;N/R;18.551131;-72.341438;Port-au-Prince;HT0111;Ouest;;;;;
2176357018;node;Maison de transfert;N/R;"Western Union;Unitransfer;Moneygram";N/R;19.732729;-72.224864;Cap-Haitien;HT0311;Nord;;;;;
2213017442;node;Maison de transfert;Western union;Western Union;N/R;19.672056;-72.125058;Limonade;HT0313;Nord;;;;Mo-Sa,PH 08:00-18:00;
2213088896;node;IMF;Caisse Populaire Fraternite;N/R;N/R;19.671055;-72.124592;Limonade;HT0313;Nord;;;;Mo-Su,PH 08:00-18:00;
2213104873;node;Maison de transfert;Uni Transfere ( SOGE XPRESS);N/R;N/R;19.671077;-72.124646;Limonade;HT0313;Nord;;;;Mo-Sa,PH 08:00-18:00;
2239959161;node;Banque commerciale;Sogebank;N/R;N/R;19.757911;-72.200276;Cap-Haitien;HT0311;Nord;;Rue A;;Mo-Sa 08:00-18:00;
2256631918;node;Banque commerciale;Eagle Supermarket Sogebank ATM;N/R;N/R;18.531379;-72.289106;Delmas;HT0112;Ouest;;;;;
2262235368;node;Maison de transfert;CAM_Transfert;N/R;N/R;19.693753;-72.158223;Quartier Morin;HT0312;Nord;;;;Mo-Sa,PH 08:00-18:00;
2262821765;node;Non classifié;N/R;Digicel;N/R;19.689162;-72.018283;Caracol;HT0434;Nord-Est;;;;;
2262969994;node;Non classifié;N/R;Natcom;N/R;19.660202;-71.834244;Fort-Liberte;HT0411;Nord-Est;;;;;
2263120909;node;Non classifié;N/R;Natcom;N/R;19.683523;-71.992602;Caracol;HT0434;Nord-Est;;;;;
2263173249;node;Maison de transfert;CAM;N/R;N/R;19.617674;-72.023599;Trou du Nord;HT0431;Nord-Est;;;;;
2263179057;node;Maison de transfert;Unitransfert;N/R;N/R;19.616603;-72.025363;Trou du Nord;HT0431;Nord-Est;;;;;
2263193602;node;Maison de transfert;Bureau Western Union;N/R;N/R;19.636852;-71.953735;Terrier Rouge;HT0433;Nord-Est;;;;24/7;
2264047979;node;Maison de transfert;Soge express;N/R;N/R;19.61675;-72.023924;Trou du Nord;HT0431;Nord-Est;;;;;
2264568227;node;Maison de transfert;Maranatha Multi Services Maison de Transfert;N/R;N/R;19.728931;-72.181919;Cap-Haitien;HT0311;Nord;;;;8:00-22:00;
2264601865;node;Non classifié;Anterne Digicel;Digicel;N/R;19.73551;-72.188334;Cap-Haitien;HT0311;Nord;;;;;
2264745191;node;Non classifié;Natcom;Natcom;N/R;19.612662;-72.029132;Trou du Nord;HT0431;Nord-Est;;;;;
2264814601;node;Non classifié;Antenne Digicel;Digicel;N/R;19.615168;-72.024736;Trou du Nord;HT0431;Nord-Est;;;;;
2266669841;node;Non classifié;N/R;Digicel;N/R;19.65471;-71.814768;Fort-Liberte;HT0411;Nord-Est;;;;;
2268511868;node;Non classifié;Anti-stress Multi Service;Digicel;N/R;19.692012;-72.018773;Caracol;HT0434;Nord-Est;;;;;
2268648931;node;Banque commerciale;Sogebank;Sogebank;N/R;19.758252;-72.199923;Cap-Haitien;HT0311;Nord;;;;Mo-Sa 08:00-18:00;
2270209810;node;Agent MonCash;PIERRE JASMINE - MONCASH;SogeBank;N/R;19.747088;-72.201777;Cap-Haitien;HT0311;Nord;;Ruelle Conassa;;"Mo-Fr 08:30-15:00; Sa 08:30-12:30";
2270209811;node;Maison de transfert;house money tranferr;Western Union;N/R;19.747099;-72.201808;Cap-Haitien;HT0311;Nord;;;;24/7;
2271975045;node;Banque commerciale;Unibank Heros de Vertieres;Unibank;N/R;19.742669;-72.214482;Cap-Haitien;HT0311;Nord;;;;;
2272241054;node;Banque commerciale;Banque Nationale de Crédit;BNC;N/R;19.665517;-71.837594;Fort-Liberte;HT0411;Nord-Est;;;;Mo-Fr 08:30-16:00;
2272926584;node;Non classifié;Antenne de la Digicel;Digicel;N/R;19.727078;-72.181442;Cap-Haitien;HT0311;Nord;;;;;
2273009824;node;Maison de transfert;Uni-Transfert;N/R;N/R;19.728947;-72.181932;Cap-Haitien;HT0311;Nord;;;;Mo-Su,PH 08:00-18:00;
2274585094;node;Banque commerciale;SOGEBANK;N/R;N/R;19.550257;-71.723956;Ouanaminthe;HT0421;Nord-Est;;;;;
2274585522;node;Banque commerciale;Banque de l'Union Haïtienne;N/R;N/R;19.550489;-71.725842;Ouanaminthe;HT0421;Nord-Est;;;;;
2274585523;node;Maison de transfert;CAM Transfert;N/R;N/R;19.550258;-71.725312;Ouanaminthe;HT0421;Nord-Est;;;;;
2274616630;node;Banque commerciale;Unibank;Unibank;N/R;19.75739;-72.200694;Cap-Haitien;HT0311;Nord;;;;24/7;
2274616636;node;Non classifié;DIGICEL central;Digicel;N/R;19.757648;-72.200969;Cap-Haitien;HT0311;Nord;;;;24/7;
2275312906;node;Maison de transfert;Unitransfère;N/R;N/R;19.550424;-71.725632;Ouanaminthe;HT0421;Nord-Est;;;;;
2275984410;node;Maison de transfert;UniTransfer;N/R;N/R;19.757638;-72.200726;Cap-Haitien;HT0311;Nord;;;;"Mo-Sa 08:30-15:00; Su 09:00-13:00";
2277504758;node;Maison de transfert;Uni Transfer;N/R;N/R;19.738683;-72.219553;Cap-Haitien;HT0311;Nord;;;;8:00-17:00;
2277588904;node;Maison de transfert;Soge express;N/R;N/R;19.616755;-72.024106;Trou du Nord;HT0431;Nord-Est;;;;;
2277601989;node;Maison de transfert;Unitransfert;N/R;N/R;19.617488;-72.023611;Trou du Nord;HT0431;Nord-Est;;;;;
2279556783;node;Banque commerciale;Unibank;N/R;N/R;19.550373;-71.725046;Ouanaminthe;HT0421;Nord-Est;;;;;
2279581377;node;IMF;Fonkoze;N/R;N/R;19.55022;-71.725331;Ouanaminthe;HT0421;Nord-Est;;;;;
2279581378;node;Maison de transfert;MoneyGram;MoneyGram;N/R;19.550243;-71.725316;Ouanaminthe;HT0421;Nord-Est;;;;;
2279583839;node;Maison de transfert;Unitransfère;N/R;N/R;19.550267;-71.725613;Ouanaminthe;HT0421;Nord-Est;;;;;
2281156838;node;IMF;Caisse populaire;N/R;N/R;19.664625;-71.836644;Fort-Liberte;HT0411;Nord-Est;;;;8:30-16:00;
2282342281;node;Banque commerciale;Banque Nationale de Crédit;N/R;N/R;19.549971;-71.723607;Ouanaminthe;HT0421;Nord-Est;;;;;
2282342283;node;Non classifié;Digicel;Digicel;N/R;19.550011;-71.723656;Ouanaminthe;HT0421;Nord-Est;;;;;
2282355497;node;Banque commerciale;N/R;Sogebank;N/R;19.550201;-71.723976;Ouanaminthe;HT0421;Nord-Est;;;;;
2282406710;node;Non classifié;Digicel;Digicel;N/R;19.548516;-71.721621;Ouanaminthe;HT0421;Nord-Est;;;;;
2285725961;node;Non classifié;Antenne;Digicel;N/R;19.543618;-71.729223;Ouanaminthe;HT0421;Nord-Est;;;;;
2285779454;node;Non classifié;Antenne;Natcom;N/R;19.541984;-71.729817;Ouanaminthe;HT0421;Nord-Est;;;;;
2285825675;node;Non classifié;Antenne Digicel;Digicel;N/R;19.738726;-72.183258;Cap-Haitien;HT0311;Nord;;;;;
2286818645;node;Guichet ATM;N/R;MicrocrediNational S.A.;N/R;19.550639;-71.72396;Ouanaminthe;HT0421;Nord-Est;;;;;
2286841192;node;Maison de transfert;sogexpress;N/R;N/R;19.743795;-72.212582;Cap-Haitien;HT0311;Nord;;;;;
2289421673;node;Maison de transfert;UNITRANSFER;N/R;N/R;19.6711;-72.124696;Limonade;HT0313;Nord;;;;Mo-Sa,PH 08:00-20:00,08:00-18:00;
2289421674;node;Maison de transfert;WESTERN UNION;N/R;N/R;19.671114;-72.124705;Limonade;HT0313;Nord;;;;Mo-Sa,PH 08:00-18:00;
2289490721;node;Maison de transfert;CAM Transfert;N/R;N/R;19.672039;-72.125054;Limonade;HT0313;Nord;;;;Mo-Sa,PH 08:00-18:00;
2291978515;node;Non classifié;Antenne;Digicel;N/R;19.437979;-72.199736;Saint-Raphael;HT0341;Nord;;;;;
2291978516;node;Non classifié;Antenne;Digicel;N/R;19.438389;-72.198955;Saint-Raphael;HT0341;Nord;;;;;
2292334603;node;Maison de transfert;CAM Transfert;N/R;N/R;19.439506;-72.200536;Saint-Raphael;HT0341;Nord;;;;;
2293915688;node;IMF;Caisse populaire fraternite;N/R;N/R;19.680301;-72.269158;Plaine du Nord;HT0322;Nord;;;;;
2294017889;node;Banque commerciale;Capital Banque;N/R;N/R;19.755623;-72.20194;Cap-Haitien;HT0311;Nord;;;;Mo-Sa 08:00-18:00;
2294750861;node;Maison de transfert;Capital Transfert/Western Union;N/R;N/R;19.615357;-72.025046;Trou du Nord;HT0431;Nord-Est;;;;;
2294951324;node;Bureau de change;Acemis multiesrvise;N/R;N/R;19.636871;-71.953717;Terrier Rouge;HT0433;Nord-Est;;;;24/7;
2294951340;node;Maison de transfert;CAM_Transfert;N/R;N/R;19.636901;-71.953723;Terrier Rouge;HT0433;Nord-Est;;;;24/7;
2296030378;node;Maison de transfert;Unitransfert;N/R;N/R;19.616408;-72.025042;Trou du Nord;HT0431;Nord-Est;;;;;
2296237237;node;Maison de transfert;Western Union;N/R;N/R;19.661369;-71.836341;Fort-Liberte;HT0411;Nord-Est;;;;;
2298621133;node;Maison de transfert;western union;N/R;N/R;19.743773;-72.212584;Cap-Haitien;HT0311;Nord;;;;;
2299082614;node;Non classifié;N/R;Digicel;N/R;19.669494;-72.189257;Quartier Morin;HT0312;Nord;;;;;
2313761742;node;Maison de transfert;CAM;N/R;N/R;19.738159;-72.21948;Cap-Haitien;HT0311;Nord;;;;;
2314901613;node;Maison de transfert;Unitransfer;N/R;N/R;19.75747;-72.204172;Cap-Haitien;HT0311;Nord;;;;24/7;
2314916773;node;Banque commerciale;Unibank;N/R;N/R;19.755784;-72.205124;Cap-Haitien;HT0311;Nord;;;;Mo-Sa 08:00-18:00;
2314959676;node;Maison de transfert;Soge Express;N/R;N/R;19.756214;-72.204999;Cap-Haitien;HT0311;Nord;;;;24/7;
2314971806;node;Maison de transfert;unitransfert et auto parts;N/R;N/R;19.75569;-72.20229;Cap-Haitien;HT0311;Nord;;;;24/7;
2323153760;node;IMF;Cooperative Agricole de Terrier-Rouge;N/R;N/R;19.640982;-71.95866;Terrier Rouge;HT0433;Nord-Est;;;;;
2325544343;node;Non classifié;N/R;Digicel;N/R;19.299232;-72.610517;L'Estere;HT0513;Artibonite;;;;;
2330628187;node;Maison de transfert;Capital transfert/Western union;N/R;N/R;19.69188;-72.018271;Caracol;HT0434;Nord-Est;;;;;
2331828984;node;IMF;Fonkoze,Uni Transfer,CAM,Mikwo, Asirans;N/R;N/R;19.665351;-71.838598;Fort-Liberte;HT0411;Nord-Est;;;;;
2340999113;node;Maison de transfert;Unitransfert;N/R;N/R;19.635981;-71.950328;Terrier Rouge;HT0433;Nord-Est;;;;24/7;
2362140023;node;Banque commerciale;Unibank;N/R;N/R;19.706503;-72.402847;Limbe;HT0361;Nord;;;;"Mo-Fr 09:00-16:00; Sa 09:00-12:00";
2375636052;node;Banque commerciale;patience Bank;N/R;N/R;19.77455;-72.249892;Cap-Haitien;HT0311;Nord;;;;;
2375637593;node;Banque commerciale;Rapidite bank;N/R;N/R;19.774488;-72.24998;Cap-Haitien;HT0311;Nord;;;;;
2375637648;node;Banque commerciale;La Confiance Bank;N/R;N/R;19.77456;-72.25016;Cap-Haitien;HT0311;Nord;;;;;
2379692889;node;Non classifié;je ne sais pas;Digicel;N/R;19.759036;-72.204129;Cap-Haitien;HT0311;Nord;;;;24/7;
2385696522;node;Non classifié;Antenne Digicel;Digicel;N/R;19.680393;-72.318871;Acul du Nord;HT0321;Nord;;;;;
2389830917;node;Banque commerciale;Patience Bank;N/R;N/R;19.77455;-72.249892;Cap-Haitien;HT0311;Nord;;;;;
2389830920;node;Banque commerciale;Rapidité bank;N/R;N/R;19.774488;-72.24998;Cap-Haitien;HT0311;Nord;;;;;
2395305223;node;Banque commerciale;Unibank;Unibank;N/R;19.757764;-72.200638;Cap-Haitien;HT0311;Nord;;;;"Mo-Fr 08:30-15:00; Sa 09:00-13:00";
2402075085;node;Maison de transfert;Capital Transfer;N/R;N/R;18.532465;-72.337891;Port-au-Prince;HT0111;Ouest;;;;;
2402075095;node;Maison de transfert;Western Union:Cam Transfer;Western Union;N/R;18.532534;-72.343776;Port-au-Prince;HT0111;Ouest;;;;;
2402075098;node;Non classifié;N/R;Digicel;N/R;18.533212;-72.346769;Port-au-Prince;HT0111;Ouest;;;;;
2422377008;node;Banque commerciale;Big Star Market ATM;Sogebank;N/R;18.511971;-72.287224;Petion-Ville;HT0114;Ouest;;;;;
2422740116;node;IMF;Caisse Populaire Espoir;N/R;N/R;19.671711;-72.682414;Gros Morne;HT0521;Artibonite;;;;;
2426268313;node;Banque commerciale;Banque de l'Union Haïtienne (BUH);N/R;N/R;18.513297;-72.287625;Petion-Ville;HT0114;Ouest;;;;;
2438158313;node;Banque commerciale;BUH (Banque de l'Union Haitienne);N/R;N/R;18.512327;-72.282817;Petion-Ville;HT0114;Ouest;;Rue Louverture;;;
2439647924;node;Banque commerciale;Unibank;N/R;N/R;18.516381;-72.289402;Petion-Ville;HT0114;Ouest;;;;;
2439652142;node;Banque commerciale;Capital Carte;Capital Bank;N/R;18.512645;-72.288868;Petion-Ville;HT0114;Ouest;;;2299-6709 a *15, 2299-6787 a *89;;
2444516760;node;Banque commerciale;Sogebank;N/R;N/R;18.542076;-72.334675;Port-au-Prince;HT0111;Ouest;;Rue Capois;;;
2444972097;node;Banque commerciale;CITI;N/R;N/R;18.563457;-72.316184;Delmas;HT0112;Ouest;;;;;
2462160384;node;Banque commerciale;Capital Bank;N/R;N/R;18.512233;-72.288468;Petion-Ville;HT0114;Ouest;;;;"Mo-Fr 08:30-16:00; Sa 09:00-13:00";
2462182747;node;Non classifié;N/R;Digicel;N/R;19.522656;-72.464125;Ennery;HT0512;Artibonite;;;;;
2463151491;node;Non classifié;N/R;Digicel;N/R;18.565858;-72.312456;Delmas;HT0112;Ouest;;;;;
2463151492;node;Banque commerciale;N/R;Unibank;N/R;18.565864;-72.312491;Delmas;HT0112;Ouest;;;;"Mo-Fr 08:30-16:00; Sa 08:30-15:00";
2463231677;node;Non classifié;N/R;Digicel;N/R;18.654807;-72.294304;Croix-Des-Bouquets;HT0131;Ouest;;;;;
2463350656;node;Non classifié;N/R;Digicel;N/R;19.530486;-72.588519;Gonaives;HT0511;Artibonite;;;;;
2463376380;node;Non classifié;N/R;Digicel;N/R;19.398832;-72.592984;Gonaives;HT0511;Artibonite;;;;;
2463400355;node;Maison de transfert;Western Union;Western Union;N/R;18.546736;-72.339016;Port-au-Prince;HT0111;Ouest;;;;Mo-Sa 08:30-16:30;
2463403326;node;Banque commerciale;N/R;Unibank;N/R;19.14575;-72.008258;Hinche;HT0611;Centre;;;;;
2479266293;node;Maison de transfert;Western Union;N/R;N/R;19.85259;-73.192319;Jean Rabel;HT0934;Nord-Ouest;;;;;
2488654125;node;Banque commerciale;Capomar;N/R;N/R;19.802261;-73.256642;Jean Rabel;HT0934;Nord-Ouest;;;;;
2488654158;node;Non classifié;Digicel;Digicell;N/R;19.803487;-73.254892;Jean Rabel;HT0934;Nord-Ouest;;;;;
2488654217;node;Maison de transfert;Infotel Multi service;N/R;N/R;19.803917;-73.255344;Jean Rabel;HT0934;Nord-Ouest;;;;;
2500003939;node;Bureau de change;Lotto Kioske;N/R;N/R;18.525734;-72.356073;Port-au-Prince;HT0111;Ouest;;;;24/7;
2500019885;node;Bureau de change;Lotto Kioske;N/R;N/R;18.524924;-72.355162;Port-au-Prince;HT0111;Ouest;;;;24/7;
2500019886;node;Bureau de change;Lotto Kioske;N/R;N/R;18.525669;-72.354646;Port-au-Prince;HT0111;Ouest;;;;24/7;
2502081202;node;Non classifié;N/R;Digicel;N/R;18.494698;-72.313306;Petion-Ville;HT0114;Ouest;;;;;
2504815477;node;Banque commerciale;N/R;Sogebank;N/R;18.526892;-72.276678;Petion-Ville;HT0114;Ouest;;;;;
2504815488;node;Banque commerciale;N/R;Sogebank;N/R;18.532205;-72.290329;Delmas;HT0112;Ouest;;;;;
2508459140;node;Banque commerciale;Banque Populaire Haïtienne;BPH;N/R;18.575363;-72.296607;Tabarre;HT0118;Ouest;;;;;
2515757535;node;Banque commerciale;N/R;Sogebank;N/R;18.542138;-72.334634;Port-au-Prince;HT0111;Ouest;;;;;
2554137285;node;Banque commerciale;Capital Bank;N/R;N/R;18.563868;-72.250647;Tabarre;HT0118;Ouest;;;;;
2554178890;node;Banque commerciale;Capital Bank;Capital Bank;N/R;18.498557;-72.319042;Petion-Ville;HT0114;Ouest;;;;;
2554178934;node;Banque commerciale;Unibank;N/R;N/R;18.497754;-72.319704;Petion-Ville;HT0114;Ouest;;;;;
2554204877;node;Maison de transfert;cam transfert;N/R;N/R;19.762935;-72.19794;Cap-Haitien;HT0311;Nord;;;;24/7;
2560513899;node;IMF;Cooceplas Caisse Populaire;N/R;N/R;19.015251;-71.957524;Thomonde;HT0613;Centre;;;;;
2574353795;node;Non classifié;Digicel;Digicel;N/R;18.537784;-72.319877;Port-au-Prince;HT0111;Ouest;;;;;
2579169992;node;Banque commerciale;BNC;N/R;N/R;18.558654;-72.333393;Delmas;HT0112;Ouest;;;;;
2580752485;node;Non classifié;N/R;Natcom;N/R;18.630799;-72.267848;Croix-Des-Bouquets;HT0131;Ouest;;;;;
2591769288;node;Maison de transfert;Unitransfer;N/R;N/R;19.093946;-72.715341;Saint-Marc;HT0531;Artibonite;;;;;
2608368548;node;Non classifié;N/R;Digicel;N/R;18.563477;-72.152191;Croix-Des-Bouquets;HT0131;Ouest;;;;;
2622046559;node;Banque commerciale;BNC;N/R;N/R;18.599862;-72.284821;Croix-Des-Bouquets;HT0131;Ouest;;;;;
2635184691;node;Non classifié;Digicel;Digicel;N/R;18.603093;-72.28209;Croix-Des-Bouquets;HT0131;Ouest;;;;"Mo-Fr 08:00-17:00; Sa 08:00-13:00";
2635343046;node;Non classifié;N/R;Digicel;N/R;19.369016;-72.052228;La Victoire;HT0345;Nord;;;;;
2644792780;node;Non classifié;N/R;Digicel;N/R;18.284942;-71.784184;Fonds-Verrettes;HT0135;Ouest;;;;;
2645687003;node;Non classifié;Natcom;Natcom;N/R;19.383562;-72.05433;Ranquitte;HT0343;Nord;;;;;
2654544856;node;Non classifié;Digicel;Digicel;N/R;19.339049;-72.022011;La Victoire;HT0345;Nord;;;;;
2654570103;node;Non classifié;Digicel;Digicel;N/R;19.338113;-72.022159;La Victoire;HT0345;Nord;;;;;
2674398531;node;Banque commerciale;Sogebel;N/R;N/R;18.534835;-72.329684;Port-au-Prince;HT0111;Ouest;;;;;
2674398532;node;Banque commerciale;N/R;Sogebank;N/R;18.534786;-72.329609;Port-au-Prince;HT0111;Ouest;;;;;
2726466763;node;Banque commerciale;Sogebank;Sogebank;N/R;18.541381;-72.328474;Port-au-Prince;HT0111;Ouest;;;;;
2739807477;node;Agent MonCash;Kiki's Pappadap;Moncash;N/R;19.412267;-72.081779;Ranquitte;HT0343;Nord;;;;;
2776093540;node;Maison de transfert;Cam;N/R;N/R;18.53221;-72.341593;Port-au-Prince;HT0111;Ouest;;Rue Alerte;;;
2783448697;node;Banque commerciale;N/R;Sogebank;N/R;18.533175;-72.324328;Port-au-Prince;HT0111;Ouest;;;;;
2987101481;node;Non classifié;N/R;Natcom;N/R;19.938804;-72.831606;Port-de-Paix;HT0911;Nord-Ouest;;;;;
3017486375;node;Maison de transfert;Western Union;Western Union;N/R;18.536926;-72.335892;Port-au-Prince;HT0111;Ouest;;;;"Mo-Sa 08:00-17:00; Su 09:00-14:00";
3017491579;node;Non classifié;N/R;Digicel;N/R;18.569204;-72.334036;Cite Soleil;HT0117;Ouest;;;;;
3027247500;node;Non classifié;N/R;Digicel;N/R;19.342423;-72.581298;L'Estere;HT0513;Artibonite;;;;;
3029757959;node;IMF;Fonkoze;N/R;N/R;19.669922;-72.678668;Gros Morne;HT0521;Artibonite;;;;;
3030947113;node;Non classifié;N/R;Digicel;N/R;19.342361;-72.582113;L'Estere;HT0513;Artibonite;;;;;
3057685749;node;IMF;Fonkoze;N/R;N/R;18.534965;-72.331131;Port-au-Prince;HT0111;Ouest;;Rue O;;;
3081367405;node;IMF;Fonkoze;N/R;N/R;18.534503;-72.333485;Port-au-Prince;HT0111;Ouest;;;;;
3100528882;node;Maison de transfert;Western Union;Western Union;N/R;18.540208;-72.326157;Port-au-Prince;HT0111;Ouest;;;;"Mo-Sa 08:00-19:00; Su 08:00-13:00";
3100528884;node;Banque commerciale;N/R;BNC;N/R;18.54046;-72.325797;Port-au-Prince;HT0111;Ouest;;;;Su 10:00+;
3108737078;node;Banque commerciale;N/R;Sogebank;N/R;18.533033;-72.325578;Port-au-Prince;HT0111;Ouest;;;;24/7;
3118605067;node;Banque commerciale;Banque Populaire Haïtienne (BPH);N/R;N/R;18.517187;-72.291457;Petion-Ville;HT0114;Ouest;;;;;
3131070266;node;Bureau de change;N/R;BPH;N/R;18.575515;-72.29419;Tabarre;HT0118;Ouest;;;;;
3131070267;node;Banque commerciale;N/R;Sogebank;N/R;18.575538;-72.294213;Tabarre;HT0118;Ouest;;;;;
3131070268;node;Non classifié;N/R;Digicel;N/R;18.575539;-72.294161;Tabarre;HT0118;Ouest;;;;;
3131070269;node;Non classifié;N/R;Natcom;N/R;18.57554;-72.294187;Tabarre;HT0118;Ouest;;;;;
3148929211;node;Non classifié;N/R;Digicel;N/R;19.771745;-72.795872;Bassin Bleu;HT0913;Nord-Ouest;;;;;
3148993383;node;Non classifié;N/R;Natcom;N/R;19.946841;-72.822007;Port-de-Paix;HT0911;Nord-Ouest;;;;;
3156047724;node;Banque commerciale;N/R;Sogebank;N/R;18.532203;-72.359377;Port-au-Prince;HT0111;Ouest;;;;;
3165181309;node;Non classifié;Antenne;Digicel;N/R;19.654537;-72.064573;Trou du Nord;HT0431;Nord-Est;;;;;
3191026818;node;Banque commerciale;Sogebank;N/R;N/R;18.432687;-72.866062;Petit-Goave;HT0122;Ouest;;;;"Mo-Fr 08:30-15:30; Sa 08:30-13:00";
3191027160;node;Non classifié;N/R;Digicel;N/R;18.435798;-72.859036;Petit-Goave;HT0122;Ouest;;;;;
3210829306;node;IMF;Cooperative Espoir de Baie-de-Henne;N/R;N/R;19.670555;-73.214873;Baie de Henne;HT0932;Nord-Ouest;;;;;
3212648755;node;Banque commerciale;Kes Popile Fos Trankil Beauchamps;N/R;N/R;19.812402;-72.980194;Port-de-Paix;HT0911;Nord-Ouest;;;;;
3222644168;node;Maison de transfert;Western Union;N/R;N/R;19.757231;-72.201019;Cap-Haitien;HT0311;Nord;;Rue 9 A;;Mo-Sa 08:00-18:00;
3222654129;node;Maison de transfert;cam transfert;N/R;N/R;19.759131;-72.199591;Cap-Haitien;HT0311;Nord;;Rue 14 A;;Mo-Sa 08:00-18:00;
3222658436;node;Banque commerciale;BRH;N/R;N/R;19.759918;-72.199171;Cap-Haitien;HT0311;Nord;;Rue 16 & 17 A;;Mo-Sa 08:00-18:00;
3225558187;node;Non classifié;Anterne;Digicel;N/R;19.667098;-73.263161;Baie de Henne;HT0932;Nord-Ouest;;;;;
3225563076;node;Non classifié;Anterne;Natcom;N/R;19.666847;-73.263635;Baie de Henne;HT0932;Nord-Ouest;;;;;
3231622786;node;IMF;Coopérative Agricole Paysan borgne/AVSF;N/R;N/R;19.817869;-72.571878;Borgne;HT0351;Nord;;;;;
3242962734;node;Maison de transfert;SogeXpress;N/R;N/R;19.469428;-72.114626;Bahon;HT0332;Nord;;;;;
3245620039;node;Banque commerciale;Capital Bank;N/R;N/R;18.562104;-72.317084;Delmas;HT0112;Ouest;;;;;
3249191772;node;Banque commerciale;N/R;Sogebank;N/R;18.519031;-72.291211;Petion-Ville;HT0114;Ouest;;;;;
3359648397;node;Banque commerciale;N/R;Sogebank;N/R;18.434228;-73.078501;Miragoane;HT1011;Nippes;;;;;
3497462249;node;Non classifié;Antenne Digicel;Digicel;N/R;19.100055;-71.727701;Cerca La Source;HT0641;Centre;;;;;
3497462250;node;Non classifié;Antenne Digicel;Digicel;N/R;19.124133;-71.681379;Cerca La Source;HT0641;Centre;;;;;
3497462251;node;Non classifié;Antenne Digicel;Digicel;N/R;19.136841;-71.732406;Cerca La Source;HT0641;Centre;;;;;
3497462252;node;Non classifié;Antenne Digicel;Digicel;N/R;19.235825;-71.683775;Cerca La Source;HT0641;Centre;;;;;
